乗車駅名,降車駅名,定期人員,定期外人員
他社線,他社線,,
他社線,高速線,,
他社線,湊川方面,,
他社線,三田方面,,
他社線,鈴蘭台,,
他社線,鈴蘭台西口,62111.4453,35549.14239
他社線,西鈴蘭台,147649.5399,97664.57936
他社線,藍那,1078.858851,1720.119793
他社線,木津,18725.90721,11658.58971
他社線,木幡,17801.17105,8982.847808
他社線,栄,29668.61841,15385.51593
他社線,押部谷,24582.56954,13092.02287
他社線,緑が丘,57564.82586,40613.93956
他社線,広野ゴルフ,13254.5516,10034.03213
他社線,志染,45928.56253,39084.94419
他社線,恵比須,14487.53315,17392.32235
他社線,三木上の丸,3082.453861,5160.359379
他社線,三木,22347.79049,19494.69099
他社線,大村,4546.619445,7071.603594
他社線,樫山,4623.680792,5351.483801
他社線,市場,2157.717703,1815.682004
他社線,小野,27819.1461,28286.41438
他社線,葉多,385.3067326,764.4976858
他社線,粟生,1464.165584,7931.66349
高速線,他社線,,
高速線,高速線,,
高速線,湊川方面,,
高速線,三田方面,,
高速線,鈴蘭台,,
高速線,鈴蘭台西口,81916.21136,46347.6722
高速線,西鈴蘭台,186565.5199,118879.3901
高速線,藍那,2697.147128,2006.806425
高速線,木津,13562.79699,10798.52981
高速線,木幡,22039.54511,12231.96297
高速線,栄,41381.94308,20928.12415
高速線,押部谷,28820.9436,15576.64035
高速線,緑が丘,64885.65378,40136.12851
高速線,広野ゴルフ,18648.84586,11085.21644
高速線,志染,69663.45726,45583.17452
高速線,恵比須,19111.21394,16436.70025
高速線,三木上の丸,4777.803485,4204.737272
高速線,三木,26046.73513,19781.37762
高速線,大村,6473.153108,7453.852437
高速線,樫山,7012.582534,5542.608222
高速線,市場,3930.128673,1911.244215
高速線,小野,37837.12114,27999.72774
高速線,葉多,1232.981544,573.3732644
高速線,粟生,2774.208475,6880.479172
湊川方面,他社線,,
湊川方面,高速線,,
湊川方面,湊川方面,,
湊川方面,三田方面,,
湊川方面,鈴蘭台,,
湊川方面,鈴蘭台西口,41690.18847,34402.39586
湊川方面,西鈴蘭台,97944.97144,94224.33978
湊川方面,藍那,1464.165584,1815.682004
湊川方面,木津,19419.45932,13474.27171
湊川方面,木幡,6396.091762,8409.474544
湊川方面,栄,15951.69873,14716.58045
湊川方面,押部谷,7937.318692,11467.46529
湊川方面,緑が丘,25507.3057,27044.10564
湊川方面,広野ゴルフ,8322.625425,7453.852437
湊川方面,志染,28127.39148,25228.42363
湊川方面,恵比須,5240.171564,9651.783283
湊川方面,三木上の丸,2774.208475,3249.115165
湊川方面,三木,9093.23889,9460.658862
湊川方面,大村,3467.760594,4395.861693
湊川方面,樫山,3005.392515,3249.115165
湊川方面,市場,847.6748118,1337.87095
湊川方面,小野,16182.88277,12136.40076
湊川方面,葉多,308.2453861,286.6866322
湊川方面,粟生,2234.779049,4682.548326
三田方面,他社線,,
三田方面,高速線,,
三田方面,湊川方面,,
三田方面,三田方面,,
三田方面,鈴蘭台,,
三田方面,鈴蘭台西口,16337.00546,19590.2532
三田方面,西鈴蘭台,47238.60542,68422.54288
三田方面,藍那,770.6134653,955.6221073
三田方面,木津,9093.23889,6402.668119
三田方面,木幡,2388.901742,4682.548326
三田方面,栄,7937.318692,6689.354751
三田方面,押部谷,4161.312712,4491.423904
三田方面,緑が丘,12329.81544,12231.96297
三田方面,広野ゴルフ,1926.533663,1528.995372
三田方面,志染,9632.668316,7549.414647
三田方面,恵比須,1387.104237,2675.7419
三田方面,三木上の丸,1001.797505,1433.433161
三田方面,三木,3082.453861,3631.364008
三田方面,大村,1232.981544,1528.995372
三田方面,樫山,616.4907722,764.4976858
三田方面,市場,231.1840396,286.6866322
三田方面,小野,3313.637901,3822.488429
三田方面,葉多,0,95.56221073
三田方面,粟生,1618.288277,3726.926218
鈴蘭台,他社線,,
鈴蘭台,高速線,,
鈴蘭台,湊川方面,,
鈴蘭台,三田方面,,
鈴蘭台,鈴蘭台,,
鈴蘭台,鈴蘭台西口,22810.15857,36313.64008
鈴蘭台,西鈴蘭台,45620.31714,95562.21073
鈴蘭台,藍那,1310.042891,1911.244215
鈴蘭台,木津,14179.28776,8982.847808
鈴蘭台,木幡,5086.048871,4300.299483
鈴蘭台,栄,9016.177544,8600.598965
鈴蘭台,押部谷,6473.153108,4586.986115
鈴蘭台,緑が丘,12715.12218,9651.783283
鈴蘭台,広野ゴルフ,2003.59501,1720.119793
鈴蘭台,志染,7320.82792,7167.165805
鈴蘭台,恵比須,2543.024435,2293.493057
鈴蘭台,三木上の丸,1232.981544,1051.184318
鈴蘭台,三木,2388.901742,4013.612851
鈴蘭台,大村,1387.104237,1624.557582
鈴蘭台,樫山,847.6748118,1337.87095
鈴蘭台,市場,616.4907722,573.3732644
鈴蘭台,小野,4854.864831,3153.552954
鈴蘭台,葉多,154.1226931,95.56221073
鈴蘭台,粟生,1464.165584,3153.552954
鈴蘭台西口,他社線,70973.50015,35740.26681
鈴蘭台西口,高速線,82301.51809,45200.92567
鈴蘭台西口,湊川方面,50552.24332,33446.77375
鈴蘭台西口,三田方面,16337.00546,17774.5712
鈴蘭台西口,鈴蘭台,12021.57006,20832.56194
鈴蘭台西口,鈴蘭台西口,0,0
鈴蘭台西口,西鈴蘭台,2620.085782,9556.221073
鈴蘭台西口,藍那,308.2453861,286.6866322
鈴蘭台西口,木津,3544.82194,2866.866322
鈴蘭台西口,木幡,385.3067326,382.2488429
鈴蘭台西口,栄,1618.288277,1433.433161
鈴蘭台西口,押部谷,385.3067326,286.6866322
鈴蘭台西口,緑が丘,616.4907722,1242.308739
鈴蘭台西口,広野ゴルフ,308.2453861,95.56221073
鈴蘭台西口,志染,1310.042891,573.3732644
鈴蘭台西口,恵比須,770.6134653,477.8110536
鈴蘭台西口,三木上の丸,0,95.56221073
鈴蘭台西口,三木,693.5521187,286.6866322
鈴蘭台西口,大村,385.3067326,95.56221073
鈴蘭台西口,樫山,77.06134653,286.6866322
鈴蘭台西口,市場,231.1840396,0
鈴蘭台西口,小野,616.4907722,382.2488429
鈴蘭台西口,葉多,0,0
鈴蘭台西口,粟生,0,191.1244215
西鈴蘭台,他社線,147264.2332,91548.59788
西鈴蘭台,高速線,173233.907,111807.7866
西鈴蘭台,湊川方面,100950.364,84572.55649
西鈴蘭台,三田方面,43693.78348,61733.18813
西鈴蘭台,鈴蘭台,31903.39746,78169.88837
西鈴蘭台,鈴蘭台西口,3082.453861,12709.77403
西鈴蘭台,西鈴蘭台,0,0
西鈴蘭台,藍那,3005.392515,2866.866322
西鈴蘭台,木津,13177.49026,10320.71876
西鈴蘭台,木幡,2157.717703,3535.801797
西鈴蘭台,栄,4623.680792,5733.732644
西鈴蘭台,押部谷,2851.269821,3535.801797
西鈴蘭台,緑が丘,5548.41695,8313.912333
西鈴蘭台,広野ゴルフ,1001.797505,1911.244215
西鈴蘭台,志染,7397.889267,5733.732644
西鈴蘭台,恵比須,1001.797505,2102.368636
西鈴蘭台,三木上の丸,539.4294257,477.8110536
西鈴蘭台,三木,1387.104237,2102.368636
西鈴蘭台,大村,231.1840396,1146.746529
西鈴蘭台,樫山,308.2453861,382.2488429
西鈴蘭台,市場,77.06134653,477.8110536
西鈴蘭台,小野,1926.533663,1815.682004
西鈴蘭台,葉多,0,0
西鈴蘭台,粟生,539.4294257,1528.995372
藍那,他社線,1078.858851,1528.995372
藍那,高速線,2697.147128,1911.244215
藍那,湊川方面,1541.226931,1624.557582
藍那,三田方面,770.6134653,955.6221073
藍那,鈴蘭台,1310.042891,1337.87095
藍那,鈴蘭台西口,231.1840396,382.2488429
藍那,西鈴蘭台,2234.779049,2771.304111
藍那,藍那,0,0
藍那,木津,77.06134653,286.6866322
藍那,木幡,154.1226931,95.56221073
藍那,栄,0,191.1244215
藍那,押部谷,0,95.56221073
藍那,緑が丘,0,95.56221073
藍那,広野ゴルフ,0,0
藍那,志染,0,95.56221073
藍那,恵比須,0,0
藍那,三木上の丸,0,0
藍那,三木,0,95.56221073
藍那,大村,0,0
藍那,樫山,0,0
藍那,市場,0,0
藍那,小野,154.1226931,0
藍那,葉多,0,0
藍那,粟生,231.1840396,0
木津,他社線,16876.43489,11563.0275
木津,高速線,14102.22641,10989.65423
木津,湊川方面,18340.60047,13187.58508
木津,三田方面,7089.64388,5064.797169
木津,鈴蘭台,14487.53315,7931.66349
木津,鈴蘭台西口,2543.024435,2293.493057
木津,西鈴蘭台,13562.79699,10702.9676
木津,藍那,0,382.2488429
木津,木津,0,0
木津,木幡,770.6134653,1815.682004
木津,栄,1926.533663,4586.986115
木津,押部谷,1078.858851,2006.806425
木津,緑が丘,2311.840396,3344.677375
木津,広野ゴルフ,770.6134653,1242.308739
木津,志染,2311.840396,2866.866322
木津,恵比須,385.3067326,573.3732644
木津,三木上の丸,77.06134653,95.56221073
木津,三木,1001.797505,382.2488429
木津,大村,0,95.56221073
木津,樫山,0,95.56221073
木津,市場,0,0
木津,小野,616.4907722,286.6866322
木津,葉多,0,0
木津,粟生,77.06134653,477.8110536
木幡,他社線,19419.45932,8887.285598
木幡,高速線,21268.93164,9938.469916
木幡,湊川方面,7860.257346,8600.598965
木幡,三田方面,2928.331168,5542.608222
木幡,鈴蘭台,3698.944633,4109.175061
木幡,鈴蘭台西口,385.3067326,668.9354751
木幡,西鈴蘭台,2080.656356,3344.677375
木幡,藍那,231.1840396,95.56221073
木幡,木津,1155.920198,1911.244215
木幡,木幡,0,0
木幡,栄,77.06134653,1624.557582
木幡,押部谷,154.1226931,860.0598965
木幡,緑が丘,1001.797505,1337.87095
木幡,広野ゴルフ,77.06134653,764.4976858
木幡,志染,4007.190019,1624.557582
木幡,恵比須,385.3067326,860.0598965
木幡,三木上の丸,154.1226931,191.1244215
木幡,三木,154.1226931,191.1244215
木幡,大村,231.1840396,286.6866322
木幡,樫山,231.1840396,95.56221073
木幡,市場,0,95.56221073
木幡,小野,462.3680792,191.1244215
木幡,葉多,0,0
木幡,粟生,0,191.1244215
栄,他社線,31749.27477,15767.76477
栄,高速線,39147.16404,19399.12878
栄,湊川方面,18725.90721,13665.39613
栄,三田方面,7629.073306,6307.105908
栄,鈴蘭台,7629.073306,7358.290226
栄,鈴蘭台西口,1232.981544,1146.746529
栄,西鈴蘭台,3082.453861,4491.423904
栄,藍那,0,286.6866322
栄,木津,1772.41097,3918.05064
栄,木幡,154.1226931,1051.184318
栄,栄,0,0
栄,押部谷,3159.515208,3440.239586
栄,緑が丘,3776.00598,7740.539069
栄,広野ゴルフ,462.3680792,2771.304111
栄,志染,5008.987524,6307.105908
栄,恵比須,924.7361583,1146.746529
栄,三木上の丸,308.2453861,477.8110536
栄,三木,2080.656356,1528.995372
栄,大村,1387.104237,1146.746529
栄,樫山,462.3680792,286.6866322
栄,市場,231.1840396,95.56221073
栄,小野,1772.41097,1051.184318
栄,葉多,0,0
栄,粟生,308.2453861,1146.746529
押部谷,他社線,26046.73513,13569.83392
押部谷,高速線,28898.00495,15194.39151
押部谷,湊川方面,12329.81544,13856.52056
押部谷,三田方面,4700.742138,5351.483801
押部谷,鈴蘭台,4777.803485,4013.612851
押部谷,鈴蘭台西口,539.4294257,477.8110536
押部谷,西鈴蘭台,2388.901742,3535.801797
押部谷,藍那,0,95.56221073
押部谷,木津,1078.858851,2962.428533
押部谷,木幡,231.1840396,1051.184318
押部谷,栄,2311.840396,4300.299483
押部谷,押部谷,0,0
押部谷,緑が丘,2465.963089,9556.221073
押部谷,広野ゴルフ,77.06134653,1911.244215
押部谷,志染,4315.435406,6784.916962
押部谷,恵比須,847.6748118,1911.244215
押部谷,三木上の丸,231.1840396,477.8110536
押部谷,三木,1772.41097,1433.433161
押部谷,大村,1155.920198,764.4976858
押部谷,樫山,1310.042891,286.6866322
押部谷,市場,0,191.1244215
押部谷,小野,1310.042891,764.4976858
押部谷,葉多,0,0
押部谷,粟生,385.3067326,668.9354751
緑が丘,他社線,59568.42087,39945.00408
緑が丘,高速線,57950.13259,36313.64008
緑が丘,湊川方面,27279.71667,27904.16553
緑が丘,三田方面,12329.81544,12040.83855
緑が丘,鈴蘭台,10942.71121,9842.907705
緑が丘,鈴蘭台西口,539.4294257,1051.184318
緑が丘,西鈴蘭台,4700.742138,6976.041383
緑が丘,藍那,0,95.56221073
緑が丘,木津,2311.840396,3344.677375
緑が丘,木幡,1541.226931,1242.308739
緑が丘,栄,3544.82194,6689.354751
緑が丘,押部谷,2080.656356,6115.981487
緑が丘,緑が丘,0,0
緑が丘,広野ゴルフ,616.4907722,4682.548326
緑が丘,志染,11559.20198,23030.49279
緑が丘,恵比須,2620.085782,5829.294854
緑が丘,三木上の丸,3390.699247,2866.866322
緑が丘,三木,8553.809464,8887.285598
緑が丘,大村,2311.840396,4586.986115
緑が丘,樫山,1772.41097,1242.308739
緑が丘,市場,770.6134653,382.2488429
緑が丘,小野,27356.77802,6402.668119
緑が丘,葉多,693.5521187,95.56221073
緑が丘,粟生,4469.558099,4586.986115
広野ゴルフ,他社線,15643.45334,9173.97223
広野ゴルフ,高速線,18340.60047,10320.71876
広野ゴルフ,湊川方面,10711.52717,8122.787912
広野ゴルフ,三田方面,1772.41097,1815.682004
広野ゴルフ,鈴蘭台,2234.779049,1337.87095
広野ゴルフ,鈴蘭台西口,231.1840396,191.1244215
広野ゴルフ,西鈴蘭台,924.7361583,1528.995372
広野ゴルフ,藍那,0,0
広野ゴルフ,木津,693.5521187,1242.308739
広野ゴルフ,木幡,77.06134653,477.8110536
広野ゴルフ,栄,385.3067326,2484.617479
広野ゴルフ,押部谷,77.06134653,955.6221073
広野ゴルフ,緑が丘,770.6134653,5064.797169
広野ゴルフ,広野ゴルフ,0,0
広野ゴルフ,志染,1926.533663,4586.986115
広野ゴルフ,恵比須,693.5521187,1433.433161
広野ゴルフ,三木上の丸,1310.042891,477.8110536
広野ゴルフ,三木,3236.576554,2389.055268
広野ゴルフ,大村,77.06134653,1433.433161
広野ゴルフ,樫山,462.3680792,286.6866322
広野ゴルフ,市場,154.1226931,95.56221073
広野ゴルフ,小野,3621.883287,1051.184318
広野ゴルフ,葉多,0,0
広野ゴルフ,粟生,847.6748118,668.9354751
志染,他社線,48317.46427,37842.63545
志染,高速線,65270.96051,42142.93493
志染,湊川方面,32288.70419,25801.7969
志染,三田方面,10249.15909,6880.479172
志染,鈴蘭台,7243.766574,7358.290226
志染,鈴蘭台西口,1078.858851,573.3732644
志染,西鈴蘭台,6319.030415,5160.359379
志染,藍那,0,95.56221073
志染,木津,2311.840396,2675.7419
志染,木幡,3621.883287,1528.995372
志染,栄,5086.048871,6593.79254
志染,押部谷,4238.374059,6307.105908
志染,緑が丘,12792.18352,23030.49279
志染,広野ゴルフ,2311.840396,5255.92159
志染,志染,0,0
志染,恵比須,6935.521187,18156.82004
志染,三木上の丸,5779.60099,5829.294854
志染,三木,14256.34911,20354.75088
志染,大村,5779.60099,10798.52981
志染,樫山,4392.496752,2102.368636
志染,市場,2388.901742,477.8110536
志染,小野,44618.51964,8409.474544
志染,葉多,770.6134653,95.56221073
志染,粟生,17801.17105,5829.294854
恵比須,他社線,14333.41045,17392.32235
恵比須,高速線,19188.27529,16245.57582
恵比須,湊川方面,6087.846376,10129.59434
恵比須,三田方面,1232.981544,2771.304111
恵比須,鈴蘭台,2543.024435,2293.493057
恵比須,鈴蘭台西口,616.4907722,668.9354751
恵比須,西鈴蘭台,847.6748118,1911.244215
恵比須,藍那,0,0
恵比須,木津,385.3067326,764.4976858
恵比須,木幡,385.3067326,573.3732644
恵比須,栄,1001.797505,1051.184318
恵比須,押部谷,770.6134653,1242.308739
恵比須,緑が丘,3005.392515,5351.483801
恵比須,広野ゴルフ,539.4294257,2006.806425
恵比須,志染,6627.275801,18730.1933
恵比須,恵比須,0,0
恵比須,三木上の丸,154.1226931,1433.433161
恵比須,三木,1387.104237,6976.041383
恵比須,大村,539.4294257,5542.608222
恵比須,樫山,770.6134653,955.6221073
恵比須,市場,77.06134653,477.8110536
恵比須,小野,8091.441385,2866.866322
恵比須,葉多,77.06134653,95.56221073
恵比須,粟生,3082.453861,2484.617479
三木上の丸,他社線,3621.883287,5351.483801
三木上の丸,高速線,4931.926178,4013.612851
三木上の丸,湊川方面,3005.392515,3344.677375
三木上の丸,三田方面,1232.981544,1146.746529
三木上の丸,鈴蘭台,770.6134653,860.0598965
三木上の丸,鈴蘭台西口,0,95.56221073
三木上の丸,西鈴蘭台,385.3067326,382.2488429
三木上の丸,藍那,0,0
三木上の丸,木津,77.06134653,95.56221073
三木上の丸,木幡,77.06134653,191.1244215
三木上の丸,栄,308.2453861,477.8110536
三木上の丸,押部谷,231.1840396,191.1244215
三木上の丸,緑が丘,3467.760594,3057.990743
三木上の丸,広野ゴルフ,924.7361583,382.2488429
三木上の丸,志染,5702.539643,6593.79254
三木上の丸,恵比須,231.1840396,2293.493057
三木上の丸,三木上の丸,0,0
三木上の丸,三木,77.06134653,668.9354751
三木上の丸,大村,77.06134653,1146.746529
三木上の丸,樫山,0,382.2488429
三木上の丸,市場,385.3067326,0
三木上の丸,小野,4161.312712,1528.995372
三木上の丸,葉多,0,0
三木上の丸,粟生,462.3680792,1337.87095
三木,他社線,22347.79049,20259.18867
三木,高速線,25969.67378,18634.63109
三木,湊川方面,9940.913702,10225.15655
三木,三田方面,3390.699247,3726.926218
三木,鈴蘭台,2620.085782,3726.926218
三木,鈴蘭台西口,693.5521187,382.2488429
三木,西鈴蘭台,1078.858851,2197.930847
三木,藍那,0,95.56221073
三木,木津,1001.797505,382.2488429
三木,木幡,231.1840396,286.6866322
三木,栄,1849.472317,1242.308739
三木,押部谷,1387.104237,955.6221073
三木,緑が丘,8939.116197,8600.598965
三木,広野ゴルフ,2928.331168,2389.055268
三木,志染,13562.79699,20450.3131
三木,恵比須,1541.226931,7740.539069
三木,三木上の丸,154.1226931,1242.308739
三木,三木,0,0
三木,大村,308.2453861,1911.244215
三木,樫山,1695.349624,1720.119793
三木,市場,154.1226931,382.2488429
三木,小野,13177.49026,5351.483801
三木,葉多,77.06134653,95.56221073
三木,粟生,4546.619445,3440.239586
大村,他社線,5086.048871,7167.165805
大村,高速線,6241.969069,7167.165805
大村,湊川方面,3313.637901,4778.110536
大村,三田方面,1310.042891,1528.995372
大村,鈴蘭台,1001.797505,1624.557582
大村,鈴蘭台西口,308.2453861,95.56221073
大村,西鈴蘭台,231.1840396,1146.746529
大村,藍那,0,0
大村,木津,0,95.56221073
大村,木幡,462.3680792,286.6866322
大村,栄,1078.858851,860.0598965
大村,押部谷,1232.981544,668.9354751
大村,緑が丘,2234.779049,4395.861693
大村,広野ゴルフ,385.3067326,1433.433161
大村,志染,4623.680792,8982.847808
大村,恵比須,616.4907722,5542.608222
大村,三木上の丸,77.06134653,1146.746529
大村,三木,308.2453861,2102.368636
大村,大村,0,0
大村,樫山,10557.40447,3918.05064
大村,市場,1541.226931,1528.995372
大村,小野,26123.79647,8791.723387
大村,葉多,616.4907722,191.1244215
大村,粟生,7397.889267,4682.548326
樫山,他社線,5240.171564,5733.732644
樫山,高速線,6858.459841,5351.483801
樫山,湊川方面,3544.82194,3344.677375
樫山,三田方面,847.6748118,860.0598965
樫山,鈴蘭台,693.5521187,1242.308739
樫山,鈴蘭台西口,77.06134653,191.1244215
樫山,西鈴蘭台,77.06134653,477.8110536
樫山,藍那,0,0
樫山,木津,77.06134653,191.1244215
樫山,木幡,0,0
樫山,栄,231.1840396,382.2488429
樫山,押部谷,1078.858851,191.1244215
樫山,緑が丘,1541.226931,1242.308739
樫山,広野ゴルフ,385.3067326,286.6866322
樫山,志染,4546.619445,2006.806425
樫山,恵比須,693.5521187,1146.746529
樫山,三木上の丸,77.06134653,286.6866322
樫山,三木,1155.920198,1911.244215
樫山,大村,9709.729662,4013.612851
樫山,樫山,0,0
樫山,市場,231.1840396,668.9354751
樫山,小野,9863.852355,3726.926218
樫山,葉多,77.06134653,191.1244215
樫山,粟生,1387.104237,2197.930847
市場,他社線,2311.840396,1815.682004
市場,高速線,3853.067326,1815.682004
市場,湊川方面,1232.981544,1433.433161
市場,三田方面,308.2453861,286.6866322
市場,鈴蘭台,616.4907722,382.2488429
市場,鈴蘭台西口,154.1226931,0
市場,西鈴蘭台,154.1226931,382.2488429
市場,藍那,0,0
市場,木津,0,95.56221073
市場,木幡,0,95.56221073
市場,栄,231.1840396,95.56221073
市場,押部谷,231.1840396,95.56221073
市場,緑が丘,847.6748118,573.3732644
市場,広野ゴルフ,231.1840396,191.1244215
市場,志染,2234.779049,477.8110536
市場,恵比須,0,191.1244215
市場,三木上の丸,77.06134653,0
市場,三木,385.3067326,860.0598965
市場,大村,1618.288277,1624.557582
市場,樫山,0,95.56221073
市場,市場,0,0
市場,小野,770.6134653,764.4976858
市場,葉多,0,477.8110536
市場,粟生,77.06134653,573.3732644
小野,他社線,30439.23188,28286.41438
小野,高速線,35679.40344,26184.04574
小野,湊川方面,17261.74162,13187.58508
小野,三田方面,3698.944633,3726.926218
小野,鈴蘭台,4161.312712,3057.990743
小野,鈴蘭台西口,616.4907722,382.2488429
小野,西鈴蘭台,1695.349624,1624.557582
小野,藍那,154.1226931,0
小野,木津,693.5521187,286.6866322
小野,木幡,385.3067326,286.6866322
小野,栄,1618.288277,955.6221073
小野,押部谷,1310.042891,668.9354751
小野,緑が丘,27587.96206,6307.105908
小野,広野ゴルフ,3621.883287,955.6221073
小野,志染,43462.59944,8218.350123
小野,恵比須,8939.116197,2580.17969
小野,三木上の丸,3005.392515,1337.87095
小野,三木,13100.42891,5160.359379
小野,大村,26817.34859,8791.723387
小野,樫山,10480.34313,4109.175061
小野,市場,539.4294257,764.4976858
小野,小野,0,0
小野,葉多,154.1226931,668.9354751
小野,粟生,77061.34653,18539.06888
葉多,他社線,462.3680792,764.4976858
葉多,高速線,1155.920198,573.3732644
葉多,湊川方面,693.5521187,382.2488429
葉多,三田方面,0,95.56221073
葉多,鈴蘭台,231.1840396,0
葉多,鈴蘭台西口,0,0
葉多,西鈴蘭台,0,0
葉多,藍那,0,0
葉多,木津,0,0
葉多,木幡,0,0
葉多,栄,0,0
葉多,押部谷,77.06134653,0
葉多,緑が丘,770.6134653,95.56221073
葉多,広野ゴルフ,0,0
葉多,志染,1078.858851,191.1244215
葉多,恵比須,0,95.56221073
葉多,三木上の丸,0,0
葉多,三木,77.06134653,95.56221073
葉多,大村,693.5521187,191.1244215
葉多,樫山,77.06134653,286.6866322
葉多,市場,0,191.1244215
葉多,小野,154.1226931,286.6866322
葉多,葉多,0,0
葉多,粟生,8245.564078,3631.364008
粟生,他社線,2157.717703,7549.414647
粟生,高速線,2543.024435,6880.479172
粟生,湊川方面,2465.963089,4682.548326
粟生,三田方面,1695.349624,3631.364008
粟生,鈴蘭台,1310.042891,2580.17969
粟生,鈴蘭台西口,0,191.1244215
粟生,西鈴蘭台,462.3680792,1146.746529
粟生,藍那,231.1840396,0
粟生,木津,231.1840396,573.3732644
粟生,木幡,0,191.1244215
粟生,栄,231.1840396,1146.746529
粟生,押部谷,385.3067326,573.3732644
粟生,緑が丘,4931.926178,4300.299483
粟生,広野ゴルフ,1001.797505,860.0598965
粟生,志染,18186.47778,5160.359379
粟生,恵比須,2774.208475,2484.617479
粟生,三木上の丸,308.2453861,1242.308739
粟生,三木,4700.742138,3535.801797
粟生,大村,7474.950613,4969.234958
粟生,樫山,1541.226931,2102.368636
粟生,市場,77.06134653,477.8110536
粟生,小野,73593.58593,18539.06888
粟生,葉多,8784.993504,3249.115165
粟生,粟生,0,0
